image_name,age,filepath,gender_0,gender_1,race_0,race_1,race_2,race_3,race_4,eye_distance,mouth_width,face_width,face_height,face_aspect_ratio,eye_to_face_ratio,mouth_to_face_ratio
21_0_2_20170116170741864.jpg.chip.jpg,21,/Users/cipherxishant/Downloads/archive/UTKFace/21_0_2_20170116170741864.jpg.chip.jpg,1,0,0,0,1,0,0,77.40894317626953,66.86251068115234,160.5243682861328,193.1954345703125,1.2035271444018014,0.48222549637005263,0.41652561162533713
39_0_4_20170104205430619.jpg.chip.jpg,39,/Users/cipherxishant/Downloads/archive/UTKFace/39_0_4_20170104205430619.jpg.chip.jpg,1,0,0,0,0,0,1,81.0732421875,68.35238647460938,176.1894073486328,195.52633666992188,1.1097508051833465,0.4601482200747587,0.3879483307379419
36_0_4_20170104000906228.jpg.chip.jpg,36,/Users/cipherxishant/Downloads/archive/UTKFace/36_0_4_20170104000906228.jpg.chip.jpg,1,0,0,0,0,0,1,73.98152923583984,64.83088684082031,160.9552459716797,191.28407287597656,1.1884301858022899,0.45964037263412344,0.4027882809872963
26_0_3_20170119150512262.jpg.chip.jpg,26,/Users/cipherxishant/Downloads/archive/UTKFace/26_0_3_20170119150512262.jpg.chip.jpg,1,0,0,0,0,1,0,79.21012878417969,64.32743835449219,176.2900848388672,198.3532257080078,1.1251524774595623,0.44931698147731564,0.3648953848612008
21_1_1_20170112192949478.jpg.chip.jpg,21,/Users/cipherxishant/Downloads/archive/UTKFace/21_1_1_20170112192949478.jpg.chip.jpg,0,1,0,1,0,0,0,79.20275115966797,66.95966339111328,155.65098571777344,182.07052612304688,1.16973577316868,0.5088483750644438,0.4301910654939547
61_1_3_20170109131931185.jpg.chip.jpg,61,/Users/cipherxishant/Downloads/archive/UTKFace/61_1_3_20170109131931185.jpg.chip.jpg,0,1,0,0,0,1,0,83.24432373046875,71.0831298828125,188.1509552001953,195.95521545410156,1.0414787171587963,0.4424337024592599,0.377798400264187
54_0_1_20170117170901716.jpg.chip.jpg,54,/Users/cipherxishant/Downloads/archive/UTKFace/54_0_1_20170117170901716.jpg.chip.jpg,1,0,0,1,0,0,0,78.92668151855469,64.60877227783203,176.10585021972656,195.6754913330078,1.1111243101172634,0.448177510401149,0.3668746506559545
25_0_3_20170117140649662.jpg.chip.jpg,25,/Users/cipherxishant/Downloads/archive/UTKFace/25_0_3_20170117140649662.jpg.chip.jpg,1,0,0,0,0,1,0,79.19496154785156,66.9553451538086,162.8437042236328,196.1143341064453,1.2043102006395165,0.48632498213804654,0.4111632406854305
35_0_3_20170119150724127.jpg.chip.jpg,35,/Users/cipherxishant/Downloads/archive/UTKFace/35_0_3_20170119150724127.jpg.chip.jpg,1,0,0,0,0,1,0,81.35004425048828,61.956016540527344,183.04832458496097,187.4342041015625,1.023960227587693,0.44441840391022025,0.3384680885826451
39_1_0_20170104205026100.jpg.chip.jpg,39,/Users/cipherxishant/Downloads/archive/UTKFace/39_1_0_20170104205026100.jpg.chip.jpg,0,1,1,0,0,0,0,86.97773742675781,74.80374908447266,164.200439453125,200.2888946533203,1.219782939195468,0.529704656798971,0.45556363511333475
37_0_0_20170104172740418.jpg.chip.jpg,37,/Users/cipherxishant/Downloads/archive/UTKFace/37_0_0_20170104172740418.jpg.chip.jpg,1,0,1,0,0,0,0,77.10514068603516,71.76888275146484,167.00588989257812,199.04666137695312,1.1918541406233296,0.46169114595677363,0.4297386325573797
56_0_0_20170109012151633.jpg.chip.jpg,56,/Users/cipherxishant/Downloads/archive/UTKFace/56_0_0_20170109012151633.jpg.chip.jpg,1,0,1,0,0,0,0,83.77412414550781,75.87660217285156,170.1132049560547,195.1249237060547,1.1470298484850796,0.49246103009551295,0.4460359334976538
49_1_0_20170103180443960.jpg.chip.jpg,49,/Users/cipherxishant/Downloads/archive/UTKFace/49_1_0_20170103180443960.jpg.chip.jpg,0,1,1,0,0,0,0,82.10018920898438,73.45996856689453,171.12644958496094,200.5631866455078,1.1720174592059898,0.47976329438321713,0.42927302439254483
35_1_2_20170116191708474.jpg.chip.jpg,35,/Users/cipherxishant/Downloads/archive/UTKFace/35_1_2_20170116191708474.jpg.chip.jpg,0,1,0,0,1,0,0,79.88102722167969,67.439697265625,168.39076232910156,198.97390747070312,1.1816200884097794,0.4743789155462153,0.4004952310496783
25_0_0_20170117191852883.jpg.chip.jpg,25,/Users/cipherxishant/Downloads/archive/UTKFace/25_0_0_20170117191852883.jpg.chip.jpg,1,0,1,0,0,0,0,72.87728118896484,62.26335525512695,156.25180053710938,190.69827270507812,1.2204548814769518,0.46640922497182163,0.39848088176327656
6_0_2_20170103210440650.jpg.chip.jpg,6,/Users/cipherxishant/Downloads/archive/UTKFace/6_0_2_20170103210440650.jpg.chip.jpg,1,0,0,0,1,0,0,79.56181335449219,65.04412078857422,171.82403564453125,190.03868103027344,1.106007551955214,0.46304239715966916,0.3785507687826468
43_1_0_20170109012420929.jpg.chip.jpg,43,/Users/cipherxishant/Downloads/archive/UTKFace/43_1_0_20170109012420929.jpg.chip.jpg,0,1,1,0,0,0,0,80.73043823242188,73.01724243164062,165.7756805419922,199.09445190429688,1.200987088415932,0.48698601609403297,0.44045810696065774
63_0_0_20170111193827549.jpg.chip.jpg,63,/Users/cipherxishant/Downloads/archive/UTKFace/63_0_0_20170111193827549.jpg.chip.jpg,1,0,1,0,0,0,0,84.97570037841797,78.09561920166016,181.4810333251953,193.72579956054688,1.0674713275045673,0.4682346073385546,0.4303238623383902
1_0_3_20170104230640081.jpg.chip.jpg,1,/Users/cipherxishant/Downloads/archive/UTKFace/1_0_3_20170104230640081.jpg.chip.jpg,1,0,0,0,0,1,0,79.0315933227539,64.29771423339844,175.9058380126953,191.7341766357422,1.089981883500106,0.44928351563323393,0.36552348097030185
1_0_0_20170110212654271.jpg.chip.jpg,1,/Users/cipherxishant/Downloads/archive/UTKFace/1_0_0_20170110212654271.jpg.chip.jpg,1,0,1,0,0,0,0,80.4653091430664,58.71501922607422,189.29774475097656,189.25979614257812,0.9997995295271564,0.42507272999432444,0.31017284069239454
27_1_2_20170116163552814.jpg.chip.jpg,27,/Users/cipherxishant/Downloads/archive/UTKFace/27_1_2_20170116163552814.jpg.chip.jpg,0,1,0,0,1,0,0,74.99044799804688,63.437774658203125,165.1141815185547,192.21728515625,1.1641476424885382,0.4541732715406994,0.3842054878313061
5_1_2_20161219160439406.jpg.chip.jpg,5,/Users/cipherxishant/Downloads/archive/UTKFace/5_1_2_20161219160439406.jpg.chip.jpg,0,1,0,0,1,0,0,77.10450744628906,60.813323974609375,167.73184204101562,187.00282287597656,1.114891606748399,0.4596891473202484,0.3625627861389529
40_1_0_20170117201542095.jpg.chip.jpg,40,/Users/cipherxishant/Downloads/archive/UTKFace/40_1_0_20170117201542095.jpg.chip.jpg,0,1,1,0,0,0,0,83.0097885131836,67.48278045654297,171.64784240722656,198.64535522460935,1.1572843121053187,0.48360519624969545,0.39314668632095706
26_0_1_20170113181549340.jpg.chip.jpg,26,/Users/cipherxishant/Downloads/archive/UTKFace/26_0_1_20170113181549340.jpg.chip.jpg,1,0,0,1,0,0,0,80.3541488647461,66.44088745117188,165.8188934326172,201.07388305664065,1.2126114153472494,0.4845898268968917,0.40068345696789404
30_0_3_20170117150038298.jpg.chip.jpg,30,/Users/cipherxishant/Downloads/archive/UTKFace/30_0_3_20170117150038298.jpg.chip.jpg,1,0,0,0,0,1,0,74.20438385009766,65.56719970703125,149.99160766601562,202.99172973632812,1.3533539168959852,0.49472357157026814,0.4371391221636139
24_0_2_20170116172525947.jpg.chip.jpg,24,/Users/cipherxishant/Downloads/archive/UTKFace/24_0_2_20170116172525947.jpg.chip.jpg,1,0,0,0,1,0,0,78.50563049316406,70.80587768554688,158.76869201660156,200.08950805664065,1.2602579609065394,0.49446543582380315,0.44596876617301284
26_0_3_20170119183051629.jpg.chip.jpg,26,/Users/cipherxishant/Downloads/archive/UTKFace/26_0_3_20170119183051629.jpg.chip.jpg,1,0,0,0,0,1,0,82.0165786743164,68.66136169433594,175.65586853027344,210.5360107421875,1.1985708903651155,0.46691624572839846,0.3908856690575213
42_1_0_20170104184036733.jpg.chip.jpg,42,/Users/cipherxishant/Downloads/archive/UTKFace/42_1_0_20170104184036733.jpg.chip.jpg,0,1,1,0,0,0,0,82.14955139160156,71.82195281982422,173.112548828125,187.6732635498047,1.0841112606812595,0.47454417341612737,0.41488588381384606
28_1_1_20170117140921395.jpg.chip.jpg,28,/Users/cipherxishant/Downloads/archive/UTKFace/28_1_1_20170117140921395.jpg.chip.jpg,0,1,0,1,0,0,0,72.21990966796875,59.38656234741211,159.4995574951172,193.04454040527344,1.2103139559567944,0.45279065849558636,0.37233057746401665
46_1_3_20170119204838888.jpg.chip.jpg,46,/Users/cipherxishant/Downloads/archive/UTKFace/46_1_3_20170119204838888.jpg.chip.jpg,0,1,0,0,0,1,0,81.83899688720703,69.79202270507812,176.55499267578125,200.71380615234375,1.136834496212332,0.46353261183326033,0.39529906035136314
40_0_0_20170117134704557.jpg.chip.jpg,40,/Users/cipherxishant/Downloads/archive/UTKFace/40_0_0_20170117134704557.jpg.chip.jpg,1,0,1,0,0,0,0,75.89239501953125,67.37982177734375,161.29347229003906,200.36837768554688,1.2422596825570413,0.4705236606417711,0.4177467371784326
29_0_3_20170119195113147.jpg.chip.jpg,29,/Users/cipherxishant/Downloads/archive/UTKFace/29_0_3_20170119195113147.jpg.chip.jpg,1,0,0,0,0,1,0,74.5180435180664,62.83518600463867,162.94094848632812,193.667724609375,1.1885761461958415,0.45733159288881264,0.385631645012248
9_0_1_20170110225612237.jpg.chip.jpg,9,/Users/cipherxishant/Downloads/archive/UTKFace/9_0_1_20170110225612237.jpg.chip.jpg,1,0,0,1,0,0,0,77.98768615722656,65.48021697998047,167.99942016601562,202.98138427734375,1.2082266955252539,0.464214019787448,0.38976454153992596
60_0_1_20170113151557287.jpg.chip.jpg,60,/Users/cipherxishant/Downloads/archive/UTKFace/60_0_1_20170113151557287.jpg.chip.jpg,1,0,0,1,0,0,0,82.28250122070312,69.333251953125,167.47300720214844,196.5391845703125,1.173557386075236,0.49131798965897805,0.4139965783825464
17_1_1_20170113132612480.jpg.chip.jpg,17,/Users/cipherxishant/Downloads/archive/UTKFace/17_1_1_20170113132612480.jpg.chip.jpg,0,1,0,1,0,0,0,74.472900390625,59.182861328125,156.62196350097656,180.88072204589844,1.1548873351008055,0.4754946159908195,0.3778707660484411
58_0_0_20170113185223064.jpg.chip.jpg,58,/Users/cipherxishant/Downloads/archive/UTKFace/58_0_0_20170113185223064.jpg.chip.jpg,1,0,1,0,0,0,0,74.36927032470703,61.89968490600586,161.14306640625,189.884521484375,1.178359861948179,0.4615108299926368,0.3841287514658158
43_1_1_20170113013019161.jpg.chip.jpg,43,/Users/cipherxishant/Downloads/archive/UTKFace/43_1_1_20170113013019161.jpg.chip.jpg,0,1,0,1,0,0,0,74.56797790527344,63.834007263183594,158.20765686035156,193.62074279785156,1.223839266950011,0.4713297661129885,0.4034824137464426
26_0_1_20170113154951523.jpg.chip.jpg,26,/Users/cipherxishant/Downloads/archive/UTKFace/26_0_1_20170113154951523.jpg.chip.jpg,1,0,0,1,0,0,0,74.5797119140625,63.97492218017578,161.57318115234375,202.9051971435547,1.2558098794393353,0.4615847220569542,0.3959501306089607
57_0_0_20170104185225142.jpg.chip.jpg,57,/Users/cipherxishant/Downloads/archive/UTKFace/57_0_0_20170104185225142.jpg.chip.jpg,1,0,1,0,0,0,0,82.51298522949219,74.37896728515625,162.76242065429688,202.7976226806641,1.2459732527043264,0.5069535393845463,0.4569787484491597
14_1_0_20170104013351986.jpg.chip.jpg,14,/Users/cipherxishant/Downloads/archive/UTKFace/14_1_0_20170104013351986.jpg.chip.jpg,0,1,1,0,0,0,0,75.76252746582031,68.13595581054688,162.71481323242188,198.4585723876953,1.2196712053758563,0.4656154283728372,0.41874463951368374
29_0_1_20170112214947864.jpg.chip.jpg,29,/Users/cipherxishant/Downloads/archive/UTKFace/29_0_1_20170112214947864.jpg.chip.jpg,1,0,0,1,0,0,0,70.01150512695312,57.81507110595703,148.09133911132812,178.0108184814453,1.202033957891522,0.4727589442237521,0.3904014336888018
72_1_0_20170110161254894.jpg.chip.jpg,72,/Users/cipherxishant/Downloads/archive/UTKFace/72_1_0_20170110161254894.jpg.chip.jpg,0,1,1,0,0,0,0,75.49789428710938,59.353797912597656,176.3404541015625,190.66702270507812,1.0812438001053593,0.4281371207291249,0.33658639598610257
29_1_3_20170104232346298.jpg.chip.jpg,29,/Users/cipherxishant/Downloads/archive/UTKFace/29_1_3_20170104232346298.jpg.chip.jpg,0,1,0,0,0,1,0,91.26171112060548,81.55728149414062,177.19418334960938,205.49024963378903,1.1596895888413599,0.5150378494114755,0.46027064744685037
26_0_3_20170117153922501.jpg.chip.jpg,26,/Users/cipherxishant/Downloads/archive/UTKFace/26_0_3_20170117153922501.jpg.chip.jpg,1,0,0,0,0,1,0,79.59174346923828,69.2734146118164,170.6864776611328,203.7069091796875,1.1934566344740607,0.46630374333023217,0.4058518024453364
64_0_0_20170117194627251.jpg.chip.jpg,64,/Users/cipherxishant/Downloads/archive/UTKFace/64_0_0_20170117194627251.jpg.chip.jpg,1,0,1,0,0,0,0,84.19462585449219,68.13865661621094,183.4433135986328,194.48385620117188,1.0601850369247874,0.4589680823074692,0.3714425741637866
